src,seq,layer,method,rho,kl,relL2
c4,0,29,c,0.25,0.11151069402694702,0.47444143891334534
c4,0,29,c,0.125,0.1797448992729187,0.5738102793693542
c4,0,29,d,0.5,0.03800695016980171,0.2528386116027832
c4,0,29,d,0.25,0.06818917393684387,0.36305075883865356
c4,0,29,d,0.125,0.09987281262874603,0.4394846260547638
c4,0,30,a,0.5,0.007684730924665928,0.12019156664609909
c4,0,30,a,0.25,0.02002635970711708,0.2162874937057495
c4,0,30,a,0.125,0.038132645189762115,0.3197488784790039
c4,0,30,b,0.5,0.06127813830971718,0.421745628118515
c4,0,30,b,0.25,0.1258893609046936,0.5726809501647949
c4,0,30,b,0.125,0.18305128812789917,0.6593834161758423
c4,0,30,bp,0.5,0.08055343478918076,0.4499402344226837
c4,0,30,bp,0.25,0.14014138281345367,0.5776002407073975
c4,0,30,bp,0.125,0.2009115070104599,0.6734466552734375
c4,0,30,c,0.5,0.055686771869659424,0.4159353971481323
c4,0,30,c,0.25,0.11546503752470016,0.5590236186981201
c4,0,30,c,0.125,0.16528157889842987,0.6391693353652954
c4,0,30,d,0.5,0.03795669227838516,0.31913408637046814
c4,0,30,d,0.25,0.07384338229894638,0.46838971972465515
c4,0,30,d,0.125,0.10517475008964539,0.5431586503982544
c4,0,31,a,0.5,0.0063333287835121155,0.053287070244550705
c4,0,31,a,0.25,0.03679230809211731,0.17250119149684906
c4,0,31,a,0.125,0.06563825905323029,0.28010302782058716
c4,0,31,b,0.5,0.0777420625090599,0.23822550475597382
c4,0,31,b,0.25,0.18710024654865265,0.4258480370044708
c4,0,31,b,0.125,0.29784655570983887,0.6397864818572998
c4,0,31,bp,0.5,0.12162721157073975,0.3209395408630371
c4,0,31,bp,0.25,0.23110762238502502,0.5634202361106873
c4,0,31,bp,0.125,0.3553570508956909,0.8507944345474243
c4,0,31,c,0.5,0.07542791962623596,0.23159654438495636
c4,0,31,c,0.25,0.16405877470970154,0.3990568518638611
c4,0,31,c,0.125,0.25874119997024536,0.612618625164032
c4,0,31,d,0.5,0.056390486657619476,0.19096402823925018
c4,0,31,d,0.25,0.10411380976438522,0.31486615538597107
c4,0,31,d,0.125,0.15611553192138672,0.40097445249557495
c4,1,0,a,0.5,1.2224292689211325e-08,0.00017230998491868377
c4,1,0,a,0.25,5.616689691123611e-08,0.00022616246133111417
c4,1,0,a,0.125,3.086532842644374e-07,0.0003701212990563363
c4,1,0,b,0.5,0.0033685530070215464,0.07019830495119095
c4,1,0,b,0.25,0.019692689180374146,0.16255073249340057
c4,1,0,b,0.125,0.052939072251319885,0.31530144810676575
c4,1,0,bp,0.5,0.003909136168658733,0.07733868807554245
c4,1,0,bp,0.25,0.021604232490062714,0.16849388182163239
c4,1,0,bp,0.125,0.058214105665683746,0.3250666856765747
c4,1,0,c,0.5,0.0011409618891775608,0.039829324930906296
c4,1,0,c,0.25,0.0095988092944026,0.10502732545137405
c4,1,0,c,0.125,0.031012780964374542,0.19218821823596954
c4,1,0,d,0.5,5.9052057622466236e-05,0.006070071365684271
c4,1,0,d,0.25,0.0011706427903845906,0.027861790731549263
c4,1,0,d,0.125,0.006144927814602852,0.06582346558570862
c4,1,1,a,0.5,7.14498810339137e-07,0.0009876094991341233
c4,1,1,a,0.25,1.8890332285081968e-05,0.005705930292606354
c4,1,1,a,0.125,0.0002641088794916868,0.02100231684744358
c4,1,1,b,0.5,0.012744894251227379,0.19122746586799622
c4,1,1,b,0.25,0.05757160484790802,0.3473946750164032
c4,1,1,b,0.125,0.12987560033798218,0.561992347240448
c4,1,1,bp,0.5,0.019478904083371162,0.2235325425863266
c4,1,1,bp,0.25,0.07362081855535507,0.3998819589614868
c4,1,1,bp,0.125,0.1550193727016449,0.6583349704742432
c4,1,1,c,0.5,0.007732603698968887,0.10887136310338974
c4,1,1,c,0.25,0.035710811614990234,0.2968805432319641
c4,1,1,c,0.125,0.08393281698226929,0.4769900441169739
c4,1,1,d,0.5,0.00154555169865489,0.04540060833096504
c4,1,1,d,0.25,0.01033751480281353,0.14345471560955048
c4,1,1,d,0.125,0.030816325917840004,0.2908322811126709
c4,1,2,a,0.5,5.4663149057887495e-05,0.01750737987458706
c4,1,2,a,0.25,0.0011334887240082026,0.07091721892356873
c4,1,2,a,0.125,0.0036360574886202812,0.13370713591575623
c4,1,2,b,0.5,0.009801066480576992,0.2433714121580124
c4,1,2,b,0.25,0.03074737824499607,0.4688589870929718
c4,1,2,b,0.125,0.05552743747830391,0.6361468434333801
c4,1,2,bp,0.5,0.016433045268058777,0.332623153924942
c4,1,2,bp,0.25,0.03853178024291992,0.5341433882713318
c4,1,2,bp,0.125,0.0595887154340744,0.658943772315979
c4,1,2,c,0.5,0.007812513038516045,0.21203139424324036
c4,1,2,c,0.25,0.023448128253221512,0.4051947295665741
c4,1,2,c,0.125,0.043852798640728,0.5622145533561707
c4,1,2,d,0.5,0.004168063867837191,0.14751149713993073
c4,1,2,d,0.25,0.01039564236998558,0.2695866823196411
c4,1,2,d,0.125,0.019605327397584915,0.4037977457046509
c4,1,3,a,0.5,0.0008322102366946638,0.06647324562072754
c4,1,3,a,0.25,0.003596929833292961,0.13684232532978058
c4,1,3,a,0.125,0.007088746875524521,0.19652359187602997
c4,1,3,b,0.5,0.01209652703255415,0.28157442808151245
c4,1,3,b,0.25,0.030196743085980415,0.49233493208885193
c4,1,3,b,0.125,0.056337933987379074,0.6379883289337158
c4,1,3,bp,0.5,0.018210675567388535,0.36641690135002136
c4,1,3,bp,0.25,0.04085712879896164,0.5581319332122803
c4,1,3,bp,0.125,0.06853720545768738,0.6771820783615112
c4,1,3,c,0.5,0.010415895842015743,0.2563769817352295
c4,1,3,c,0.25,0.024872073903679848,0.44805774092674255
c4,1,3,c,0.125,0.0458044596016407,0.5923159122467041
c4,1,3,d,0.5,0.006350966170430183,0.1818295419216156
c4,1,3,d,0.25,0.013803090900182724,0.3161139190196991
c4,1,3,d,0.125,0.02432534657418728,0.44741290807724
c4,1,4,a,0.5,0.0009076218120753765,0.06695125997066498
c4,1,4,a,0.25,0.005090466234833002,0.15060076117515564
c4,1,4,a,0.125,0.009934065863490105,0.21097196638584137
c4,1,4,b,0.5,0.016632933169603348,0.3215596079826355
c4,1,4,b,0.25,0.040621839463710785,0.5162503123283386
c4,1,4,b,0.125,0.06987621635198593,0.6756895780563354
c4,1,4,bp,0.5,0.024089019745588303,0.3931924104690552
c4,1,4,bp,0.25,0.05129845067858696,0.5828565359115601
c4,1,4,bp,0.125,0.08430817723274231,0.7226076126098633
c4,1,4,c,0.5,0.013849667273461819,0.29260119795799255
c4,1,4,c,0.25,0.03255201131105423,0.463985800743103
c4,1,4,c,0.125,0.05738844722509384,0.6050741672515869
c4,1,4,d,0.5,0.008477219380438328,0.21130497753620148
c4,1,4,d,0.25,0.016754841431975365,0.31583043932914734
c4,1,4,d,0.125,0.027562052011489868,0.4174913465976715
c4,1,5,a,0.5,0.001510952366515994,0.08717726171016693
c4,1,5,a,0.25,0.005638581700623035,0.16369228065013885
c4,1,5,a,0.125,0.01058485172688961,0.21950268745422363
c4,1,5,b,0.5,0.018550828099250793,0.2810009717941284
c4,1,5,b,0.25,0.04613599553704262,0.46467074751853943
c4,1,5,b,0.125,0.08028751611709595,0.6064470410346985
c4,1,5,bp,0.5,0.02795245684683323,0.35513588786125183
c4,1,5,bp,0.25,0.05599533021450043,0.5199368000030518
c4,1,5,bp,0.125,0.09440585970878601,0.6496140956878662
c4,1,5,c,0.5,0.01631576381623745,0.2565978467464447
c4,1,5,c,0.25,0.038088031113147736,0.42108333110809326
c4,1,5,c,0.125,0.06546122580766678,0.5438653230667114
c4,1,5,d,0.5,0.01127067394554615,0.21050666272640228
c4,1,5,d,0.25,0.021703310310840607,0.31266865134239197
c4,1,5,d,0.125,0.03553791344165802,0.4088814854621887
c4,1,6,a,0.5,0.003080530557781458,0.10974650830030441
c4,1,6,a,0.25,0.010134268552064896,0.18813589215278625
c4,1,6,a,0.125,0.018549470230937004,0.23814448714256287
c4,1,6,b,0.5,0.022769279778003693,0.27164924144744873
c4,1,6,b,0.25,0.06671307981014252,0.4809377193450928
c4,1,6,b,0.125,0.13082465529441833,0.6704151034355164
c4,1,6,bp,0.5,0.04441012814640999,0.39427047967910767
c4,1,6,bp,0.25,0.10677008330821991,0.6139781475067139
c4,1,6,bp,0.125,0.2082356959581375,0.7919042706489563
c4,1,6,c,0.5,0.021657198667526245,0.257938414812088
c4,1,6,c,0.25,0.058034054934978485,0.4540649652481079
c4,1,6,c,0.125,0.11418333649635315,0.6305683255195618
c4,1,6,d,0.5,0.01513343770056963,0.20737265050411224
c4,1,6,d,0.25,0.031596869230270386,0.3211686909198761
c4,1,6,d,0.125,0.05418301373720169,0.4377577304840088
c4,1,7,a,0.5,0.003022104501724243,0.11439484357833862
c4,1,7,a,0.25,0.01091039925813675,0.1992814987897873
c4,1,7,a,0.125,0.019483232870697975,0.2564002275466919
c4,1,7,b,0.5,0.024506188929080963,0.3177599310874939
c4,1,7,b,0.25,0.07484583556652069,0.5469411015510559
c4,1,7,b,0.125,0.14954082667827606,0.7080246806144714
c4,1,7,bp,0.5,0.0476204976439476,0.4495178759098053
c4,1,7,bp,0.25,0.12444767355918884,0.6659874320030212
c4,1,7,bp,0.125,0.23060335218906403,0.7922282218933105
c4,1,7,c,0.5,0.022136587649583817,0.29389214515686035
c4,1,7,c,0.25,0.06277437508106232,0.4935808777809143
c4,1,7,c,0.125,0.12349265068769455,0.6590525507926941
c4,1,7,d,0.5,0.016941208392381668,0.248733252286911
c4,1,7,d,0.25,0.03476449474692345,0.3637695014476776
c4,1,7,d,0.125,0.058372341096401215,0.47128212451934814
c4,1,8,a,0.5,0.0038066566921770573,0.13634519279003143
c4,1,8,a,0.25,0.012818384915590286,0.2043895423412323
c4,1,8,a,0.125,0.023655971512198448,0.25651848316192627
c4,1,8,b,0.5,0.029795657843351364,0.33144915103912354
c4,1,8,b,0.25,0.08625787496566772,0.5607670545578003
c4,1,8,b,0.125,0.16030985116958618,0.7230620384216309
c4,1,8,bp,0.5,0.053793102502822876,0.43243828415870667
c4,1,8,bp,0.25,0.1281934231519699,0.6437252163887024
c4,1,8,bp,0.125,0.2224251925945282,0.7895100116729736
c4,1,8,c,0.5,0.02632065862417221,0.2950247824192047
c4,1,8,c,0.25,0.07137025147676468,0.5054559111595154
c4,1,8,c,0.125,0.13521721959114075,0.6613680124282837
c4,1,8,d,0.5,0.018938113003969193,0.24439048767089844
c4,1,8,d,0.25,0.04013488069176674,0.34897568821907043
c4,1,8,d,0.125,0.06793506443500519,0.4741012752056122
c4,1,9,a,0.5,0.005155791062861681,0.11486940085887909
c4,1,9,a,0.25,0.015324333682656288,0.18756535649299622
c4,1,9,a,0.125,0.02668917179107666,0.2454414665699005
c4,1,9,b,0.5,0.042598698288202286,0.4660416543483734
c4,1,9,b,0.25,0.11069586873054504,0.6548262238502502
c4,1,9,b,0.125,0.18721511960029602,0.7564786672592163
c4,1,9,bp,0.5,0.0696200430393219,0.562690019607544
c4,1,9,bp,0.25,0.1459609717130661,0.69600909948349
c4,1,9,bp,0.125,0.23548652231693268,0.7980231046676636
c4,1,9,c,0.5,0.03791675716638565,0.3981764018535614
c4,1,9,c,0.25,0.09141053259372711,0.579407811164856
c4,1,9,c,0.125,0.15593396127223969,0.6744214296340942
c4,1,9,d,0.5,0.026111045852303505,0.26265275478363037
c4,1,9,d,0.25,0.05225982517004013,0.3882969617843628
c4,1,9,d,0.125,0.08210216462612152,0.4933029115200043
c4,1,10,a,0.5,0.004401104990392923,0.10085299611091614
c4,1,10,a,0.25,0.015500139445066452,0.18198677897453308
c4,1,10,a,0.125,0.029541118070483208,0.2603168487548828
c4,1,10,b,0.5,0.05283617228269577,0.44908639788627625
c4,1,10,b,0.25,0.13845813274383545,0.6315428614616394
c4,1,10,b,0.125,0.23519045114517212,0.7557830214500427
c4,1,10,bp,0.5,0.08659790456295013,0.5230789184570312
c4,1,10,bp,0.25,0.18704015016555786,0.7132139205932617
c4,1,10,bp,0.125,0.3193506896495819,0.8484756946563721
c4,1,10,c,0.5,0.04458776116371155,0.3796830475330353
c4,1,10,c,0.25,0.11206335574388504,0.5630012154579163
c4,1,10,c,0.125,0.1913640797138214,0.692175030708313
c4,1,10,d,0.5,0.028360411524772644,0.2604949474334717
c4,1,10,d,0.25,0.06332211196422577,0.47733405232429504
c4,1,10,d,0.125,0.10130150616168976,0.5981958508491516
c4,1,11,a,0.5,0.004756917245686054,0.13271251320838928
c4,1,11,a,0.25,0.017954859882593155,0.23636017739772797
c4,1,11,a,0.125,0.03431379050016403,0.30218252539634705
c4,1,11,b,0.5,0.03247630223631859,0.3172106146812439
c4,1,11,b,0.25,0.10668441653251648,0.5580949783325195
c4,1,11,b,0.125,0.21734018623828888,0.7099396586418152
c4,1,11,bp,0.5,0.08361314982175827,0.49693331122398376
c4,1,11,bp,0.25,0.21012099087238312,0.6866750121116638
c4,1,11,bp,0.125,0.36241284012794495,0.7961785793304443
c4,1,11,c,0.5,0.03029172122478485,0.32389646768569946
c4,1,11,c,0.25,0.09172356128692627,0.528540313243866
c4,1,11,c,0.125,0.18208441138267517,0.6682693958282471
c4,1,11,d,0.5,0.027081891894340515,0.2830091416835785
c4,1,11,d,0.25,0.053887419402599335,0.39819851517677307
c4,1,11,d,0.125,0.08539915084838867,0.4815840721130371
c4,1,12,a,0.5,0.005556611809879541,0.12168193608522415
c4,1,12,a,0.25,0.015967782586812973,0.19631899893283844
c4,1,12,a,0.125,0.028497200459241867,0.2534542381763458
c4,1,12,b,0.5,0.04277554899454117,0.36589527130126953
c4,1,12,b,0.25,0.11798404157161713,0.585184633731842
c4,1,12,b,0.125,0.20794272422790527,0.7680790424346924
c4,1,12,bp,0.5,0.08510550856590271,0.5111881494522095
c4,1,12,bp,0.25,0.18720605969429016,0.7466486096382141
c4,1,12,bp,0.125,0.3006719946861267,0.8743822574615479
c4,1,12,c,0.5,0.03908173739910126,0.3295056223869324
c4,1,12,c,0.25,0.10036655515432358,0.5491155982017517
c4,1,12,c,0.125,0.1768040955066681,0.707565188407898
c4,1,12,d,0.5,0.0270523801445961,0.2474898248910904
c4,1,12,d,0.25,0.05336412042379379,0.3697589933872223
c4,1,12,d,0.125,0.08447316288948059,0.4834451377391815
c4,1,13,a,0.5,0.0047782063484191895,0.10258661955595016
c4,1,13,a,0.25,0.014499370008707047,0.16730396449565887
c4,1,13,a,0.125,0.027302544564008713,0.22719283401966095
c4,1,13,b,0.5,0.0462542399764061,0.3678410053253174
c4,1,13,b,0.25,0.11427456140518188,0.5255841612815857
c4,1,13,b,0.125,0.19730067253112793,0.6606020331382751
c4,1,13,bp,0.5,0.07906627655029297,0.44658565521240234
c4,1,13,bp,0.25,0.16939732432365417,0.6199469566345215
c4,1,13,bp,0.125,0.2809864282608032,0.7404559254646301
c4,1,13,c,0.5,0.040699902921915054,0.32936763763427734
c4,1,13,c,0.25,0.10135898739099503,0.4847661256790161
c4,1,13,c,0.125,0.17351612448692322,0.6168818473815918
c4,1,13,d,0.5,0.026909200474619865,0.23570416867733002
c4,1,13,d,0.25,0.05518452450633049,0.35369157791137695
c4,1,13,d,0.125,0.08793662488460541,0.44771575927734375
c4,1,14,a,0.5,0.005570132285356522,0.1162886917591095
c4,1,14,a,0.25,0.017633303999900818,0.19763410091400146
c4,1,14,a,0.125,0.03244202956557274,0.26372653245925903
c4,1,14,b,0.5,0.05124974250793457,0.37522098422050476
c4,1,14,b,0.25,0.14199835062026978,0.5475633144378662
c4,1,14,b,0.125,0.25630995631217957,0.6848302483558655
c4,1,14,bp,0.5,0.11011876165866852,0.4974896311759949
c4,1,14,bp,0.25,0.2648325264453888,0.6951281428337097
c4,1,14,bp,0.125,0.4537053108215332,0.8343045711517334
c4,1,14,c,0.5,0.044807299971580505,0.3361252248287201
c4,1,14,c,0.25,0.11985448002815247,0.49817192554473877
c4,1,14,c,0.125,0.22191472351551056,0.6434417963027954
c4,1,14,d,0.5,0.03233439475297928,0.2566021680831909
c4,1,14,d,0.25,0.06467325985431671,0.3749465346336365
c4,1,14,d,0.125,0.10069218277931213,0.4620189964771271
c4,1,15,a,0.5,0.007575616240501404,0.1319747120141983
c4,1,15,a,0.25,0.022707613185048103,0.23002076148986816
c4,1,15,a,0.125,0.03914825618267059,0.2989329993724823
c4,1,15,b,0.5,0.05449070781469345,0.3697289228439331
c4,1,15,b,0.25,0.13964681327342987,0.5749499201774597
c4,1,15,b,0.125,0.23903769254684448,0.7082135677337646
c4,1,15,bp,0.5,0.09164555370807648,0.48191943764686584
c4,1,15,bp,0.25,0.20017990469932556,0.661809504032135
c4,1,15,bp,0.125,0.32536786794662476,0.7769224047660828
c4,1,15,c,0.5,0.04971124231815338,0.3427349925041199
c4,1,15,c,0.25,0.12371761351823807,0.5450127124786377
c4,1,15,c,0.125,0.2103387415409088,0.6701017618179321
c4,1,15,d,0.5,0.03881081938743591,0.2933756411075592
c4,1,15,d,0.25,0.0725245550274849,0.41759994626045227
c4,1,15,d,0.125,0.11319690942764282,0.5167664289474487
c4,1,16,a,0.5,0.005606492981314659,0.09980584681034088
c4,1,16,a,0.25,0.016921062022447586,0.1701270490884781
c4,1,16,a,0.125,0.030515924096107483,0.23094779253005981
c4,1,16,b,0.5,0.04883022606372833,0.3029680550098419
c4,1,16,b,0.25,0.13584297895431519,0.4947984218597412
c4,1,16,b,0.125,0.235726460814476,0.6280415058135986
c4,1,16,bp,0.5,0.08772306144237518,0.3964923918247223
c4,1,16,bp,0.25,0.19747339189052582,0.5905125737190247
c4,1,16,bp,0.125,0.33006155490875244,0.7355020642280579
c4,1,16,c,0.5,0.041552282869815826,0.27849385142326355
c4,1,16,c,0.25,0.11473105102777481,0.4575508236885071
c4,1,16,c,0.125,0.20254920423030853,0.5845075845718384
c4,1,16,d,0.5,0.028803467750549316,0.2152702659368515
c4,1,16,d,0.25,0.06111650913953781,0.3342478275299072
c4,1,16,d,0.125,0.10000281035900116,0.4251171946525574
c4,1,17,a,0.5,0.005674300715327263,0.12090899050235748
c4,1,17,a,0.25,0.015316247940063477,0.19852405786514282
c4,1,17,a,0.125,0.029140792787075043,0.29701220989227295
c4,1,17,b,0.5,0.05057419836521149,0.42493492364883423
c4,1,17,b,0.25,0.14451389014720917,0.6450658440589905
c4,1,17,b,0.125,0.23475712537765503,0.7646328210830688
c4,1,17,bp,0.5,0.08911523967981339,0.5120095014572144
c4,1,17,bp,0.25,0.19756528735160828,0.7231404185295105
c4,1,17,bp,0.125,0.3119921088218689,0.8431471586227417
c4,1,17,c,0.5,0.04848349839448929,0.37202125787734985
c4,1,17,c,0.25,0.13465683162212372,0.589323878288269
c4,1,17,c,0.125,0.2217092514038086,0.7203320860862732
c4,1,17,d,0.5,0.028506165370345116,0.2819563150405884
c4,1,17,d,0.25,0.06583426892757416,0.47347185015678406
c4,1,17,d,0.125,0.1068178117275238,0.5798731446266174
c4,1,18,a,0.5,0.00723068043589592,0.14864100515842438
c4,1,18,a,0.25,0.016808100044727325,0.23126722872257233
c4,1,18,a,0.125,0.02829509600996971,0.31588271260261536
c4,1,18,b,0.5,0.03831184655427933,0.38138896226882935
c4,1,18,b,0.25,0.09639633446931839,0.6150385737419128
c4,1,18,b,0.125,0.15802831947803497,0.7593550086021423
c4,1,18,bp,0.5,0.058524250984191895,0.4940643012523651
c4,1,18,bp,0.25,0.12857937812805176,0.7040314674377441
c4,1,18,bp,0.125,0.2092866450548172,0.8335983157157898
c4,1,18,c,0.5,0.034376710653305054,0.34340640902519226
c4,1,18,c,0.25,0.08537663519382477,0.5678906440734863
c4,1,18,c,0.125,0.1403028666973114,0.6890259981155396
c4,1,18,d,0.5,0.02779417112469673,0.2988814413547516
c4,1,18,d,0.25,0.052315548062324524,0.437195748090744
c4,1,18,d,0.125,0.07961323112249374,0.536613404750824
c4,1,19,a,0.5,0.0061056166887283325,0.14736656844615936
c4,1,19,a,0.25,0.014634661376476288,0.2185661345720291
c4,1,19,a,0.125,0.02664460986852646,0.3155224621295929
c4,1,19,b,0.5,0.03418009355664253,0.3652695119380951
c4,1,19,b,0.25,0.10253511369228363,0.6062783598899841
c4,1,19,b,0.125,0.17409096658229828,0.7450511455535889
c4,1,19,bp,0.5,0.06469105184078217,0.4951530694961548
c4,1,19,bp,0.25,0.14921227097511292,0.7066218852996826
c4,1,19,bp,0.125,0.23292049765586853,0.8275084495544434
c4,1,19,c,0.5,0.032760605216026306,0.3406780958175659
c4,1,19,c,0.25,0.08896428346633911,0.5694437623023987
c4,1,19,c,0.125,0.15550783276557922,0.7012028694152832
c4,1,19,d,0.5,0.023806091398000717,0.2837003469467163
c4,1,19,d,0.25,0.05198700726032257,0.45161622762680054
c4,1,19,d,0.125,0.085035040974617,0.5613681674003601
c4,1,20,a,0.5,0.0062725236639380455,0.11544496566057205
c4,1,20,a,0.25,0.01554788090288639,0.17464958131313324
c4,1,20,a,0.125,0.028424300253391266,0.24612490832805634
c4,1,20,b,0.5,0.03970981016755104,0.3167560398578644
c4,1,20,b,0.25,0.11911369860172272,0.5222035050392151
c4,1,20,b,0.125,0.1983747035264969,0.6566148996353149
c4,1,20,bp,0.5,0.07642228901386261,0.4366641342639923
c4,1,20,bp,0.25,0.17133729159832,0.6273157000541687
c4,1,20,bp,0.125,0.2682179808616638,0.7458482384681702
c4,1,20,c,0.5,0.036392491310834885,0.31421926617622375
c4,1,20,c,0.25,0.10430778563022614,0.48998698592185974
c4,1,20,c,0.125,0.17739108204841614,0.6322024464607239
c4,1,20,d,0.5,0.02804374136030674,0.2474043369293213
c4,1,20,d,0.25,0.05700249597430229,0.36528506875038147
c4,1,20,d,0.125,0.09524625539779663,0.4620074927806854
c4,1,21,a,0.5,0.005097794346511364,0.12076844274997711
c4,1,21,a,0.25,0.013966912403702736,0.21948997676372528
c4,1,21,a,0.125,0.03060339391231537,0.36156928539276123
c4,1,21,b,0.5,0.02887524664402008,0.3473297357559204
c4,1,21,b,0.25,0.10147301852703094,0.6136193871498108
c4,1,21,b,0.125,0.1755833625793457,0.7453036308288574
c4,1,21,bp,0.5,0.06221920996904373,0.4844179153442383
c4,1,21,bp,0.25,0.15453754365444183,0.7233342528343201
c4,1,21,bp,0.125,0.239139124751091,0.8339625597000122
c4,1,21,c,0.5,0.030840514227747917,0.3341038227081299
c4,1,21,c,0.25,0.09868145734071732,0.6072847843170166
c4,1,21,c,0.125,0.16495341062545776,0.7353472113609314
c4,1,21,d,0.5,0.022837046533823013,0.27082088589668274
c4,1,21,d,0.25,0.0541490875184536,0.4774012863636017
c4,1,21,d,0.125,0.09280414879322052,0.5998713374137878
c4,1,22,a,0.5,0.007782595232129097,0.14087460935115814
c4,1,22,a,0.25,0.018847664818167686,0.22804835438728333
c4,1,22,a,0.125,0.035345785319805145,0.32376235723495483
c4,1,22,b,0.5,0.04803777486085892,0.43726813793182373
c4,1,22,b,0.25,0.11738826334476471,0.6230615377426147
c4,1,22,b,0.125,0.18944944441318512,0.7460963726043701
c4,1,22,bp,0.5,0.0736011415719986,0.5020384788513184
c4,1,22,bp,0.25,0.15407264232635498,0.6902880668640137
c4,1,22,bp,0.125,0.23362931609153748,0.7946901321411133
c4,1,22,c,0.5,0.043445516377687454,0.40562281012535095
c4,1,22,c,0.25,0.10483986884355545,0.5972180962562561
c4,1,22,c,0.125,0.16828864812850952,0.7029749751091003
c4,1,22,d,0.5,0.03244629502296448,0.3063454329967499
c4,1,22,d,0.25,0.06476566940546036,0.4580880105495453
c4,1,22,d,0.125,0.10055282711982727,0.5589202642440796
c4,1,23,a,0.5,0.00734563497826457,0.14337460696697235
c4,1,23,a,0.25,0.019057132303714752,0.2576786279678345
